algorithm,workload,totalRequests,accepted,rejected,acceptanceRate,throughputOps,avgLatencyNs,p50Ns,p90Ns,p95Ns,p99Ns,maxLatencyNs,memoryBytes,perClientBytes,cpuLoad,fairnessIndex,violations
Leaky Bucket,constant,30000,30000,0,1.0000,28431700.36,35.66,41.00,42.00,84.00,167.00,31500.00,2129088,212908,0.1115,1.0000,0
Leaky Bucket,burst,1000,1000,0,1.0000,19244856.04,52.30,42.00,83.00,125.00,167.00,12208.00,1086014,108601,0.0934,1.0000,0
Leaky Bucket,periodic_burst,15000,15000,0,1.0000,25766661.53,39.25,42.00,83.00,125.00,167.00,14458.00,1613403,161340,0.0967,1.0000,0
Leaky Bucket,random,30095,30095,0,1.0000,24337551.66,41.45,42.00,83.00,125.00,167.00,11209.00,2138595,213859,0.1033,1.0000,0
Leaky Bucket,spike,3900,3900,0,1.0000,21232159.79,47.13,42.00,83.00,84.00,167.00,10709.00,1190544,119054,0.1031,1.0000,0
Leaky Bucket,multi_client,57000,57000,0,1.0000,32058455.16,31.25,41.00,42.00,83.00,166.00,2375.00,3158728,315872,0.0996,0.3312,0
Leaky Bucket,adversarial,30000,15015,14985,0.5005,28773303.32,34.86,41.00,42.00,83.00,166.00,11625.00,1048803,104880,0.0971,1.0000,0
Leaky Bucket,idle_then_burst,1501,1501,0,1.0000,19672343.40,50.87,42.00,83.00,125.00,167.00,8875.00,1048808,104880,0.1035,1.0000,0
Leaky Bucket,chronic_edge_rider,29337,29337,0,1.0000,24525992.94,40.95,42.00,83.00,125.00,167.00,13000.00,1048808,104880,0.1018,1.0000,0
Leaky Bucket,repeated_burst_abuser,45000,30400,14600,0.6756,28460174.96,35.16,41.00,42.00,84.00,167.00,13584.00,1048808,104880,0.1020,1.0000,0
